cid,name,address,architect,artists,built,caption,clergy,consecrated,dedication,denomination,englishname,fax,image,national,phone,titular,type,url
3714,"San Romano ai Monti","Via degli Zingari 13",,,"1906 (fabric), 1923 (interior)","Gateway to stairs up to former school.",,,"Romanus Ostiarius","Roman Catholic","St Romanus at Monti",,Romano_ai_Monti.jpg,,,,Deconsecrated,
3716,"San Romualdo","Via Cesare Battisti (west end)",,,1631,,,,Romuald,"Roman Catholic","St Romuald",,,,,,Demolished,
3719,"San Romualdo Abate a Monte Migliore","Via Nazzareno Strampelli 113",,,1974,,,,Romuald,"Roman Catholic","St Romuald the Abbot at Mount Migliore",,,,,,,
2121,"San Saba","20 Piazza Bernini",,,"645, rebuilt several times",,"Society of Jesus",,"St Saba","Roman Catholic Church","St Sabas",,,,,,"Titular church",
4442,"San Salvatore a Ponte Rotto","Ponte Palatino, west approach, in roadway",,,Mediaeval,,,,"Jesus Christ","Roman Catholic","Holy Saviour in Trastevere",,,,,,,
3729,"San Salvatore ad Tres Images","Piazza Suburra",,,"Mediaeval, 17th century",,,,"Jesus Christ","Roman Catholic","Holy Saviour at the Three Images",,,,,,Demolished,
2125,"San Salvatore ai Monti","Via Madonna dei Monti 3800184 Roma",,,,,Diocesan,,,"Roman Catholic Church","Our Saviour at the Hills",,,,"06 48 83 962",,,
2123,"San Salvatore alle Coppelle","72/b Piazza delle Coppelle00186 Roma",,,"12th century, rebuilt 1700",,,,,,"Our Saviour's at Coppelle",,,Romanian,"06 68 92 929",,"National church",
3730,"San Salvatore de Porta","Via Ostiense (in carriageway south of Porta San Paolo)",,,"17th century",,,,"Jesus Christ","Roman Catholic","Holy Saviour of the Gate",,,,,,,
4543,"San Salvatore delle Milizie","Salita del Grillo 17-21",,,"11th century?",,,,"Jesus Christ the Saviour","Roman Catholic","Holy Saviour of the Soldiers",,,,,,Demolished,
3731,"San Salvatore in Campo","Piazza di San Salvatore in Campo",,,1640,,,,"Jesus Christ","Roman Catholic","Holy Saviour in the Field",,Salvatore_in_Campo.jpg,,,,,
2124,"San Salvatore in Lauro","15 Piazza San Salvatore in Lauro  00186 Roma","Ottaviano Mascherino, Ludovico Rusconi Sassi","Pietro da Cortona, Francesco Salviati, Isaia of Pisa","12th century, rebuilt in 16th and 19th century",,,,,"Roman Catholic Church","Holy Saviour at the Laurel",,,,06-68.75.187,,,
2126,"San Salvatore in Onda","Via dei Pettinari 51  00186 Roma",,,"12th century, rebuilt several times",,Pallotines,,"Jesus Christ","Roman Catholic Church","Holy Saviour on the Wave",,,,"06 68 19 46 01",,,
3314,"San Salvatore in Primicerio","Vicolo di San Trifone 1",,,1113,,,,"Jesus Christ","Roman Catholic","St Saviour in the Primacy",,,,,,,
3732,"San Salvatore in Thermis","Via del Salvatore (south side)",,,Mediaeval,,,,"Jesus Christ","Roman Catholic","Holy Saviour at the Hot Baths",,,,,,Demolished,
3735,"San Saturnino Martire","Via Avigliana 3",,,1940,,,,Saturninus,"Roman Catholic","St Saturninus the Martyr",,,,,,,
3736,"San Sebastianello","Via di San Sebastianello",,,,,,,"Sebastian of Rome","Roman Catholic","Little St Sebastian",,,,,,Deconsecrated,
3436,"San Sebastiano a Cesano","Via della Stazione di Cesano 402",,,1998,,,,"Sebastian of Rome","Roman Catholic","St Sebastian at Cesano",,,,,,,
2129,"San Sebastiano al Palatino","1 Via San Bonaventura",,,"10th century, rebuilt 17th century",,,,"St Sebastian of Rome","Roman Catholic","St Sebastian on the Palatine",,,,,Yes,,
2128,"San Sebastiano fuori le Mura","136 Via Appia Antica   00179 Rome",,,"4th century, reconstructed later",,,,Sebastian,"Roman Catholic","St Sebastian's outside the Walls",,"San Sebastiano fuori le mura exterior.jpg",,"06 78 87 035","Cardinal Martínez Sistach",,
2131,"San Silvestro al Quirinale","Via Ventiquattro (XXIV) Maggio 10 00187 Roma","Andrea Busiri Vici, Ottaviano Mascherino","Cherubino, Giovanni Alberti, Lazzaro Baldi, Cavaliere d'Arpino et al.","11th cent., rebuilt 1524-84",,Lazarists,,"Pope St Sylvester","Roman Catholic Church","St Sylvester's at the Quirinal",,,,"06 67 90 240/ 06 45 42 18 13",,,
2130,"San Silvestro in Capite","Piazza San Silvestro   00187 Roma","Francesco da Volterra","<nowiki>Carlo Rainaldi, Orazio Borgianni, Ludovico Gimignani et al.</nowiki>","1591 - 1601",,"Irish Pallottine Fathers",,"Pope St Sylvester","Roman Catholic Church","St Sylvester at the Head",,,England,"06 67 97 775","Desmond Cardinal Connell","Titular church",
3872,"San Simeone Profeta","Piazza Lancellotti",,,1610,,,,"Simeon the Prophet","Roman Catholic","St Simeon the Prophet",,,,,,"Deconsecrated and ruined",
2991,"San Simone Profeta",,,,,,,,,"Roman Catholic",,,,,,,,
1576,"San Sisto Vecchio","8 Piazzale Numa Pompilio","Filippo Raguzzini",,"4th century",,,,"Pope St Sixtus II","Roman Catholic","St Sixtus",,,No,,Yes,"Convent church, titulus",
3746,"San Stanislao a Don Bosco","Via Rolando Vignali 15",,,1991,,,,Stanislaus,"Roman Catholic","St Stanislaus in Don Bosco",,,,,,,
2143,"San Stanislao alle Botteghe Oscure","15 Via delle Botteghe Oscure  00186 Roma",,,1735,,,,"St Stanislaus","Roman Catholic Church","St Stanislaus at the Dark Shops",,,,"06 67 95 347",,"National church",
2144,"San Stefano del Cacco","26 Via San Stefano del Cacco",,,"Probably c. 630",,Sylvestrines,,"Stephen the Protomartyr",,"St Stephen of the Croo Monkey",,,,,,,
3750,"San Tarcisio a Quarto Miglio","Largo Padre Leonardo Bello 12",,,1939,,,,"Tarcisius of Rome","Roman Catholic","St Tarcisius at the Fourth Mile",,,,,,,
2146,"San Teodoro","7 Via de San Teodoro","Carlo Fontana",,"Possibly 6th century, rebuilt 15th century and 1703&ndash;1705",,,,"Theodore of Euchaita","Greek Orthodox in use, Roman Catholic ownership.","St Theodore",,Campitelli_-_san_Teodoro_1566.JPG,,,"c. 678&ndash;c. 1590 and 1959&ndash;2000",,
3754,"San Timoteo a Casal Palocco","Via Apelle 1",,,1970,,,,Timothy,"Roman Catholic","St Timothy at Palocco Farm",,,,,,,
4783,"San Timoteo della Società San Paolo","Via Alessandro Severo 52",,,"20th century",,,,Timothy,"Roman Catholic","St Timothy of the Society of St Paul",,,,,,,
3755,"San Tommaso Apostolo ad Infernetto","Via Lino Liviabella 70",,,2012,,,,"Thomas the Apostle","Roman Catholic","St Thomas the Apostle in Little Hell",,,,,,,
3758,"San Tommaso Moro","Via dei Marrucini 1",,,1926,,,,"Thomas More","Roman Catholic","St Thomas More",,,,,,,
2149,"San Tommaso ai Cenci","Piazza Cinque Scole 3",,,"16th century",,,,"Thomas the Apostle","Roman Catholic","St Thomas of the Cenci",,,,,,,
2148,"San Tommaso di Canterbury","Via Monserrato 45",,,,,,,"Thomas Becket","Roman Catholic","St Thomas of Canterbury",,Tommasso_di_Canterbury.jpg,,,,,
3757,"San Tommaso d’Aquino a Tor Vergata","Via Salamanca (no numbers allotted for this street yet)",,,2002,,,,"Thomas Aquinas","Roman Catholic","St Thomas Aquinas at Tor Vergata",,,,,,,
3756,"San Tommaso d’Aquino ad Alessandrino","Via Roberto Lepetit 99/I",,,1988,,,,"Thomas Aquinas","Roman Catholic","St Thomas Aquinas at Alessandrino",,,,,,,
2150,"San Tommaso in Formis","10 Via di San Paolo della Croce",,,"Rebuilt 1209",,"Trinitarian Fathers",,"Thomas the Apostle","Roman Catholic (Latin Rite)","St Thomas at the Aqueduct",,,,"06-35420529 or 06-35420726",,,
1808,"San Tommaso in Parione","33 Via Parione 00186 Roma",,,"Ancient, rebuilt 1582",,"Ethiopian clergy","Reconsecrated 1139","Thomas the Apostle","Roman Catholic and Ethiopian Catholic","St Thomas at Parione",,,Ethiopia,"06 68 69 540",1517&ndash;1937,"National church",
2155,"San Valentino al Villaggio Olimpico","Viale XVII Olimpiade/ Via Germania 13  00196 Roma","Francesco Berarducci",,"1962 (old), 1987 (new)",,Diocesan,,"St Valentine","Roman Catholic Church","St Valentine's at the Olympic Village",,,,"06 80 86 141",,,
3770,"San Vigilio","Via Paolo Di Dono 218",,,1990,,,,"Vigilius of Trent","Roman Catholic","St Vigilius",,,,,,,
3774,"San Vincenzo Pallotti","Via Matteo Tondi 80",,,1996,,,,"Vincent Pallotti","Roman Catholic","St Vincent Pallotti",,,,,,,
4670,"San Vincenzo de' Paoli all'Aventino","Via di Santa Maria in Cosmedin 5",,,1893,,,,"Vincent de Paul","Roman Catholic","St Vincent de Paul on the Aventine",,,,,,,
3772,"San Vincenzo de’Paoli a Lido di Ostia","Via Domenico Baffigo 65",,,"1950 (edifice), 1978 (converted to church)",,,,"Vincent de Paul","Roman Catholic","St Vincent de Paul at Lido di Ostia",,,,,,,
2157,"San Vitale","197/b Via Nazionale  00184 Roma",,"Andrea Commodi","ca. 400, rebuilt and renovated several times",,Diocesan,401/2,"St Vitalis and his family","Roman Catholic Church","St Vitalis",,,,"06 78 23 338","Cardinal Maida","Titular church, Minor basilica",
3378,"San Vittorino, Vescovo e Martire","Piazza Castello Barberini",,,"17th century",,,,"Victorinus of Pettau","Roman Catholic","St Victorinus, Bishop and Martyr",,,,,,,
3922,"San Zotico","Via Nicolosi 51 (entry to driveway)",,,"4th century (catacombs), 11th century (church)",,,,Zoticus,"Roman Catholic","St Zoticus",,,,,,Ruined,
2989,"Sant'Adriano","Roman Forum",,,"Church AD 630 (edifice c300 BC, rebuilt c300 AD)",,,,"Hadrian of Nicomedia","Roman Catholic","St Hadrian",,,,,,Deconsecrated,
1550,"Sant'Agata dei Goti","16 Via Mazzarino / Via Panisperna 00184 Roma",,,"c. 460",,,,Agatha,"Roman Catholic","St Agatha's of the Goth","06 48 88 06 55",Agata_dei_Goti_-tondo.jpg,,"06 48 88 06 31",,"Titular church",
1556,"Sant'Agata in Trastevere","9 Largo San Giovanni de Matha 00153 Roma","Giacomo Recalcati","Girolamo Troppa, Biagio Puccini","18th century",,,,Agatha,"Roman Catholic","St Agatha's in Trastevere",,,,"06 58 03 717",,"Confraternity church",
1648,"Sant'Agnese fuori le Mura","Via Nomentana 364 (main entrance at Via S Agnese 315) 00162 Roma",,,"342, later rebuilt","Exterior in 1911",,,"St Agnes","Roman Catholic","St Agnes Outside the Walls","06 86 10 840 / 06 86 20 54 56 (manual)","Sant'agnese fuori le mura - esterno - 1911.jpg",No,"06 86 10 840 / 06 86 20 54 56","Camillo Ruini","Parish church, titular church","http://www.santagnese.org/ www.santagnese.org/"
4986,"Sant'Agnese fuori le Mura, Basilica Costantinina","Via Nomentana 349",,,"Mid 4th century",,,,Agnes,"Roman Catholic","St Agnes outside the Walls -Constantinian Basilica",,,,,,"Deconsecrated and ruined",
1664,"Sant'Agnese in Agone","30 Via di Santa Maria dell' Anima (Piazza Navona)  00186 Roma","Girolamo Rainaldi","Il Baciccia, Alessandro Algardi,","12th century, enlarged 17th century",,,"28 January 1123",Agnes,"Roman Catholic Church","St Agnes at the Circus Agonalis",,"Agneseagone facade lg.jpg",,"06 68 19 21 34","Lorenzo Antonetti","Titular church",
3118,"Sant'Agostina Pietrantoni della Borgatella","Via Casal Tidei",,,2001,,,,"Agostina Pietrantoni","Roman Catholic","St Agostina Pietrantoni",,,,,,,
4961,"Sant'Agostino Vescovo a Stagni di Ostia","Via Giuseppe Micali 213",,,"21st century (temporary structure)",,,,"St Augustine of Hippo","Roman Catholic","St Augustine the Bishop at Ostia Marshes",,,,,,,
4785,"Sant'Agostino in Campo Marzio","Piazza Sant'Agostino 00186 Roma","Giacomo di Pietrasanta, Francesco Borromini","Jacopo Sansovino, Gian Lorenzo Bernini, Giovanni Lanfranco, Isaia da Pisa","1296&ndash;1446, rebuilt 1479&ndash;1483, major work 1661&ndash;1162","Façade","Augustinian friars",1446,"Augustine of Hippo","Roman Catholic","St Augustine's",,"Agostino facade.JPG",,"06 68 80 19 62","Jean-Pierre Ricard",,
2961,"Sant'Alberto Magno","Via delle Vigne Nuove 653",,,1991,,,,"Albert the Great","Roman Catholic","St Albert the Great",,,,,,,
1679,"Sant'Alessandro","1291 Via Nomentano 00137 Roma (new church); 1294 (basilica)",,,"Old basilica 5th century, rebuilt 19th century; new church 1937",,Diocesan,,"Alexander of Bergamo","Roman Catholic","St Alexander",,,No,"06 41 40 02 16",No,"Parish church",
1684,"Sant'Alessio all'Aventino","23 Piazza Sant'Alessio",,,"Rebuilt 13th century",,,,Alexis,"Roman Catholic","St Alexis on the Aventine",,,,,,,
4872,"Sant'Alessio alle Case Rosse","Via Valle Castellana 4",,,2000,,,,Alexis,"Roman Catholic","St Alexis at the Red Houses",,,,,,,
4780,"Sant'Alfonso al Quartaccio","Via Belvedere Montello 18",,,"20th century",,,,"Alphonsus Liguori","Roman Catholic","St Alphonsus Liguori at Quartaccio",,,,,,,
3387,"Sant'Alfonso de'Liguori a Labaro","Via della Giustiniana 245",,,2000,,,,"Alphonsus de Liguori","Roman Catholic","St Alphonsus de Liguori at Labaro",,,,,,,
4547,"Sant'Alfonso de'Liguori all'Esquilino","Via Merulana 26",,,1855,,,,"St Alphonsus Mary de'Ligouri","Roman Catholic Church","St Alphonsus Mary de'Liguori on the Esquiline",,,,,,,
4873,"Sant'Ambrogio all'Aurelio","Via Girolamo Vitelli 23",,,1973,,,,"Ambrose of Milan","Roman Catholic","St Ambrose at Aurelio",,,,,,,
1838,"Sant'Ambrogio della Massima","3 Via S Ambrogio 00186 Roma","Orazio Torriani, Carlo Maderno, Pietro da Cortona","Francesco Cozza, Ciro Ferri, Antoniazzo Romano",,,"Order of St Benedict",,"Ambrose of Milan","Roman Catholic Church","St Ambrose","06 68 32 952",Ambrogio_della_Massima.jpg,,"06 68 80 27 92",,"Convent church",
1852,"Sant'Anastasia","Piazza di Sant' Anastasia",,,,,,,Anastasia,"Roman Catholic Church","St Anastasia",,"Sant'Anastasia - Roma - facciata - Panairjdde.jpg",,,"Godfried Daneels","Titular church, titulus",
3376,"Sant'Andrea Apostolo a Centroni","Via del Fosso di Sant'Andrea 108/D",,,"20th century (temporary building; new church awaited)",,,,"Andrew the Apostle","Roman Catholic","St Andrew the Apostle at Centroni",,,,,,,
4876,"Sant'Andrea Apostolo alla Tomba di Nerone","731 Via Cassia 00189 Roma","Tullio Rossi",,1941,,,1941,"Andrew the Apostle","Roman Catholic Church","St Andrew the Apostle",,,,"06 33 26 02 70",,"Parish church",
4074,"Sant'Andrea Catabarbara","Via Napoleone III 3",,,,,,,"Andrew the Apostle","Roman Catholic","St Andrew Catabarbara",,,,,,Demolished,
4486,"Sant'Andrea a Galeria Antica","Galeria Antica, Santa Maria di Galeria",,,Mediaeval,,,,"Andrew the Apostle","Roman Catholic","St Andrew at Old Galeria",,,,,,Ruined,
3790,"Sant'Andrea a Ponte Milvio","Via Flaminia 441",,,"Late 15th century",,,,"Andrew the Apostle","Roman Catholic","St Andrew at the Milvian Bridge",,,,,,,
1855,"Sant'Andrea al Quirinale","29 Via del Quirinale 00187 Roma","Gian Lorenzo Bernini","Antonio Raggi, Pierre Legros, Carlo Maratta et.al.",1658&ndash;1661,,"Society of Jesus",,"Andrew the Apostle","Roman Catholic Church","St Andrew's at the Quirinal",,AndreaQuirinale_facade01.jpg,,"06 47 44 801","<nowiki>Odilo Pedro Scherer</nowiki>","Convent church",
3405,"Sant'Andrea alla Osteria Nuova","Via Lamon 15, Osteria Nuova (village in municipality)",,,"Late 20th century",,,,"Andrew the Apostle","Roman Catholic","St Andrew at the New Inn",,,,,,,
1904,"Sant'Andrea degli Scozzesi","163 Via Quattro Fontane 00184 Roma",,,1592,,,1592,"Andrew the Apostle","Roman Catholic Church","St Andrew of the Scots",,,Formerly,,No,,
2967,"Sant'Andrea dei Pescivendoli","Via del Foro Piscario",,,1689,,,,"Andrew the Apostle","Roman Catholic","St Andrew of the Fish Sellers",,Andrea_dei_Peschivendoli.jpg,,,,Deconsecrated,
3867,"Sant'Andrea dei Vascellari","Via dei Vascellari 69",,,"Mediaeval, 17th century",,,,"Andrew the Apostle","Roman Catholic","St Andrew of Vascellari",,,,,,Deconsecrated,
1913,"Sant'Andrea del Vignola","194 Via Flaminia 00196 Roma","Jacopo Vignola",,"1552 to 1553",,Diocesan,1553,"Andrew the Apostle","Roman Catholic Church","St Andrew's of Vignola",,,,,,,
1867,"Sant'Andrea della Valle","6 Piazza Vidoni / Piazza Sant'Andrea della Valle","Pier Paolo Olivieri, Francesco Grimaldi, Carlo Maderno","Giovanni Lanfranco, Domenichino, Allessandro Algardi, Mattia Preti et al.","From 1590/1591&ndash;1650","Façade",,,"Andrew the Apostle","Roman Catholic Church","St Andrew in the Valley",,"Sant andrea della valle 051211-01.JPG",,,"Giovanni Canestri","Titular church",
1873,"Sant'Andrea delle Fratte","1 Via Sant'Andrea delle Fratte","Francesco Borromini","Giovanni Battista Lenardi, Lazzaro Baldi, Francesco Trevisani, Pasquale Marini, Gian Lorenzo Bernini","17th century",,"Order of Minims",,"Andrew the Apostle","Roman Catholic Church","St Andrew of the Thickets",,,,,"Ennio Antonelli","Titular church",
2962,"Sant'Angela Merici","Via di Sant'Angela Merici 57 00162 Roma, Italia",,,1955,,,,"Angela Merici","Roman Catholic","St Angela Merici",,,,"06 86324222",,,
1909,"Sant'Angelo in Pescheria","Portico d'Ottavia",,,"755 or 770, rebuilt mid 16th century",,"Clerks Minor Regular",,"Michael the Archangel","Roman Catholic Church","Holy Angel in the Fishmarket",,,,,,,
3130,"Sant'Aniano dei Ciabattini","Via Luigi Petroselli",,,,,,,"Anianus of Orleans","Roman Catholic","Anianus of the Cobblers",,,,,,Demolished,
2975,"Sant'Aniceto nel Palazzo Altemps","Palazzo Altemps, Piazza di Sant'Apollinare",,,"14th century (palace), 1603 (decoration)",,,,"Anicetus, Pope","Roman Catholic","St Anicetus at the Altemps Palace",,,,,,,
4879,"Sant'Anna a Morena","Via di Torre Morena 61",,,1982,,,,"Anne, Mother of Our Lady","Roman Catholic","St Anne at Brown",,,,,,,
4438,"Sant'Anna dei Falegnami","Via Arenula, tram stop",,,"17th century",,,,Anne,"Roman Catholic","St Anne of the Joiners",,,,,,Demolished,
1923,"Sant'Anna dei Palafrenieri","Via di Porta Angelica 00193 Roma (Vaticano)",,,1565-1775,,,,Anne,"Roman Catholic Church","St Anne of the Palafrieneri",,,,,,,
4541,"Sant'Antonio Abate all'Aventino","Via di Santa Sabina 64",,,1878,,,,"Anthony the Great","Roman Catholic","St Anthony the Abbot on the Esquiline",,,,,,,
1925,"Sant'Antonio Abate all'Esquilino","Via Carlo Alberto 2   00185 Rome",Vasselletti,"Giovanni Battista Lombardelli (ca. 1540-1592),Nicolo Circignani (c. 1530-c. 1590)",,,,,"Anthony of Egypt","Russian Greek Catholic Church","St Anthony Abbot at the Esquiline",,,Russia,"06 44 86 98 58",,"National church",
4495,"Sant'Antonio Abate dei Maroniti","Piazza di San Pietro in Vincoli 8",,,"19th century",,,,"St Anthony the Great","Syriac Maronite Church of Antioch","St Anthony the Abbot of the Maronites",,,,,,,
4423,"Sant'Antonio Maria Zaccaria","Via Ulisse Seni 2",,,1933,,,,"Anthony Mary Zaccaria","Roman Catholic","St Anthony Mary Zaccaria",,,,,,,
4887,"Sant'Antonio da Padova in Montorio","Rampa di San Pietro in Montorio",,,"End 18th century",,,,"Anthony of Padua","Roman Catholic","St Anthony of Padua at Montorio",,,,,,Deconsecrated,
1929,"Sant'Antonio dei Portoghesi","2 Via dei Portoghesi  00186 Roma","Martino Longhi the Younger Christoforo Schor","Antonio Moroni, Carlo Rainaldi, Antonio Canova",1638,,,,"St Anthony of Padua","Roman Catholic Church","St Anthony of the Portuguese","06 68 65 234",,,"06 68 80 24 96",,"National church",
1930,"Sant'Apollinare alle Terme","29 Piazza Sant'Apollinare  00186 Roma","Ferdinando Fuga","Pietro Antonio Verchaffelt, Pierre Legros","7th century, reconstructed 1742 to 1748",,"Opus Dei",,"St Apollinaris","Roman Catholic Church","St Apollinaris' at the Baths",,,,"06 68 16 44 40","Cardinal Tauran",,
3067,"Sant'Apollonia","Piazza Sant'Apollonia",,,1582,,,,Apollonia,Catholic,"Saint Apollonia",,,,,,,
4750,"Sant'Atanasio a Via Tiburtina","Via Achille Benedetti 11",,,1961,,,,"Athanasius of Alexandria","Roman Catholic","St Athanasius on the Tiburtine Way",,,,,,,
1449,"Sant'Atanasio a Via del Babuino","149 Via del Babuino","Giacomo della Porta",,"16th century",,"Greek Catholic clergy",,Athanasius,"Greek Byzantine Catholic Church","St Athanasius",,,Greece,,"Lucian Mureşan","College church",
